,timestamp,pilot,target,shiptype,module_or_ammo,dmg,hit_quality
6654,2023-02-02 00:12:43,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,4397,Penetrates
6655,2023-02-02 00:12:47,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,2281,Hits
6656,2023-02-02 00:12:50,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,2418,Hits
6657,2023-02-02 00:12:52,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,2524,Hits
6658,2023-02-02 00:12:54,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,2810,Penetrates
6659,2023-02-02 00:12:57,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,4840,Penetrates
6660,2023-02-02 00:13:00,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,1627,Hits
6661,2023-02-02 00:13:09,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,2436,Hits
6667,2023-02-02 00:13:12,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,2070,Hits
6668,2023-02-02 00:13:14,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,3268,Hits
6674,2023-02-02 00:13:19,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1567,Hits
6681,2023-02-02 00:13:21,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1501,Hits
6700,2023-02-02 00:13:24,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2449,Smashes
6706,2023-02-02 00:13:26,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1254,Hits
6720,2023-02-02 00:13:29,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1651,Penetrates
6728,2023-02-02 00:13:31,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1603,Penetrates
6738,2023-02-02 00:13:34,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1739,Penetrates
6747,2023-02-02 00:13:37,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1595,Penetrates
6759,2023-02-02 00:13:39,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1773,Penetrates
6765,2023-02-02 00:13:42,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1923,Penetrates
6776,2023-02-02 00:13:44,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1235,Hits
6784,2023-02-02 00:13:47,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1722,Penetrates
6794,2023-02-02 00:13:49,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1795,Penetrates
6798,2023-02-02 00:13:52,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1714,Penetrates
6811,2023-02-02 00:13:54,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,4050,Hits
6823,2023-02-02 00:13:59,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1690,Penetrates
6828,2023-02-02 00:14:01,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1768,Penetrates
6841,2023-02-02 00:14:04,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1143,Glances Off
6847,2023-02-02 00:14:06,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1532,Hits
6853,2023-02-02 00:14:09,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1664,Penetrates
6865,2023-02-02 00:14:12,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1710,Penetrates
6867,2023-02-02 00:14:13,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6868,2023-02-02 00:14:13,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6869,2023-02-02 00:14:13,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6870,2023-02-02 00:14:13,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6871,2023-02-02 00:14:13,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6872,2023-02-02 00:14:13,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,99,Hits
6873,2023-02-02 00:14:13,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
6874,2023-02-02 00:14:13,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
6875,2023-02-02 00:14:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6876,2023-02-02 00:14:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6877,2023-02-02 00:14:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6878,2023-02-02 00:14:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6879,2023-02-02 00:14:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6880,2023-02-02 00:14:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6887,2023-02-02 00:14:14,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1295,Hits
6891,2023-02-02 00:14:17,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1664,Penetrates
6902,2023-02-02 00:14:19,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1636,Penetrates
6907,2023-02-02 00:14:21,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6908,2023-02-02 00:14:21,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6909,2023-02-02 00:14:21,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6910,2023-02-02 00:14:21,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6911,2023-02-02 00:14:21,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6912,2023-02-02 00:14:21,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,100,Hits
6913,2023-02-02 00:14:21,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
6914,2023-02-02 00:14:21,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
6915,2023-02-02 00:14:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6916,2023-02-02 00:14:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6917,2023-02-02 00:14:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6918,2023-02-02 00:14:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,337,Hits
6919,2023-02-02 00:14:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6920,2023-02-02 00:14:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
6928,2023-02-02 00:14:22,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1651,Penetrates
6946,2023-02-02 00:14:24,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1611,Penetrates
6958,2023-02-02 00:14:27,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1536,Hits
6961,2023-02-02 00:14:29,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6962,2023-02-02 00:14:29,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6963,2023-02-02 00:14:29,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6964,2023-02-02 00:14:29,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6965,2023-02-02 00:14:29,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6966,2023-02-02 00:14:29,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,100,Hits
6967,2023-02-02 00:14:29,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
6968,2023-02-02 00:14:29,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
6969,2023-02-02 00:14:29,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,221,Hits
6970,2023-02-02 00:14:29,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1234,Hits
6984,2023-02-02 00:14:32,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1773,Penetrates
6988,2023-02-02 00:14:35,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,4439,Hits
6996,2023-02-02 00:14:37,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6997,2023-02-02 00:14:37,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6998,2023-02-02 00:14:37,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
6999,2023-02-02 00:14:37,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,345,Hits
7000,2023-02-02 00:14:37,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
7001,2023-02-02 00:14:37,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,101,Hits
7002,2023-02-02 00:14:37,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
7003,2023-02-02 00:14:37,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
7005,2023-02-02 00:14:38,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1975,Smashes
7015,2023-02-02 00:14:41,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1367,Hits
7023,2023-02-02 00:14:43,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1487,Hits
7026,2023-02-02 00:14:45,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
7027,2023-02-02 00:14:45,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
7028,2023-02-02 00:14:45,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
7029,2023-02-02 00:14:45,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
7030,2023-02-02 00:14:45,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,100,Hits
7031,2023-02-02 00:14:45,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
7032,2023-02-02 00:14:45,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
7033,2023-02-02 00:14:46,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1469,Hits
7041,2023-02-02 00:14:48,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2067,Smashes
7047,2023-02-02 00:14:51,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1622,Penetrates
7051,2023-02-02 00:14:53,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
7052,2023-02-02 00:14:53,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
7053,2023-02-02 00:14:53,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,375,Hits
7054,2023-02-02 00:14:53,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,100,Hits
7055,2023-02-02 00:14:53,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
7056,2023-02-02 00:14:53,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
7057,2023-02-02 00:14:53,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1841,Penetrates
7062,2023-02-02 00:14:56,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1573,Penetrates
7067,2023-02-02 00:14:59,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1263,Hits
7070,2023-02-02 00:15:01,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
7071,2023-02-02 00:15:01,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,375,Hits
7072,2023-02-02 00:15:01,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,102,Hits
7073,2023-02-02 00:15:01,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
7074,2023-02-02 00:15:01,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
7075,2023-02-02 00:15:01,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1337,Hits
7081,2023-02-02 00:15:04,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1732,Penetrates
7082,2023-02-02 00:15:06,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1739,Penetrates
7086,2023-02-02 00:15:09,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
7087,2023-02-02 00:15:09,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,102,Hits
7088,2023-02-02 00:15:09,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
7089,2023-02-02 00:15:09,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
7090,2023-02-02 00:15:09,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,3211,Hits
7095,2023-02-02 00:15:12,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1817,Penetrates
7096,2023-02-02 00:15:14,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1823,Penetrates
7100,2023-02-02 00:15:17,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,375,Hits
7101,2023-02-02 00:15:17,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,102,Hits
7102,2023-02-02 00:15:17,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
7103,2023-02-02 00:15:17,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
7104,2023-02-02 00:15:17,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1266,Hits
7108,2023-02-02 00:15:19,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1174,Glances Off
7110,2023-02-02 00:15:22,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1619,Penetrates
7112,2023-02-02 00:15:24,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1514,Hits
7113,2023-02-02 00:15:25,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,70,Hits
7114,2023-02-02 00:15:25,Dravynea Uta,Light Missile,Light Missile,Imperial Navy Large EMP Smartbomb,375,Hits
7115,2023-02-02 00:15:25,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,102,Hits
7116,2023-02-02 00:15:25,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
7117,2023-02-02 00:15:25,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
7121,2023-02-02 00:15:27,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1901,Penetrates
7122,2023-02-02 00:15:30,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1621,Penetrates
7124,2023-02-02 00:15:32,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,3744,Penetrates
7128,2023-02-02 00:15:35,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,3056,Penetrates
7129,2023-02-02 00:15:38,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,2324,Penetrates
7132,2023-02-02 00:15:41,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,1700,Hits
7135,2023-02-02 00:15:43,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,1855,Hits
7138,2023-02-02 00:15:46,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,2353,Penetrates
7140,2023-02-02 00:15:48,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,3299,Glances Off
7141,2023-02-02 00:15:51,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,371,Hits
7142,2023-02-02 00:15:55,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,515,Grazes
7143,2023-02-02 00:15:58,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,266,Grazes
7144,2023-02-02 00:16:00,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,558,Grazes
7145,2023-02-02 00:16:03,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,472,Grazes
7147,2023-02-02 00:16:08,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,264,Grazes
7148,2023-02-02 00:16:11,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,283,Grazes
7149,2023-02-02 00:16:13,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,170,Grazes
7150,2023-02-02 00:16:16,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,495,Grazes
7151,2023-02-02 00:16:18,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,261,Grazes
7152,2023-02-02 00:16:21,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,858,Glances Off
7153,2023-02-02 00:16:23,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,666,Grazes
7154,2023-02-02 00:16:26,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,762,Grazes
7155,2023-02-02 00:16:29,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,503,Grazes
7156,2023-02-02 00:16:32,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,168,Grazes
7157,2023-02-02 00:16:34,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,397,Grazes
7158,2023-02-02 00:16:37,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,680,Grazes
7159,2023-02-02 00:16:41,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1516,Hits
7160,2023-02-02 00:16:43,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1808,Penetrates
7161,2023-02-02 00:16:46,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1612,Penetrates
7162,2023-02-02 00:16:48,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1424,Hits
7163,2023-02-02 00:16:51,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1326,Hits
7164,2023-02-02 00:16:53,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1467,Hits
7165,2023-02-02 00:16:56,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1215,Hits
7166,2023-02-02 00:16:58,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,3558,Hits
7168,2023-02-02 00:17:01,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2897,Penetrates
7169,2023-02-02 00:17:03,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,4396,Hits
7170,2023-02-02 00:17:16,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1018,Penetrates
7171,2023-02-02 00:17:19,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,876,Hits
7172,2023-02-02 00:17:21,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1065,Penetrates
7173,2023-02-02 00:17:24,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1230,Smashes
7174,2023-02-02 00:17:27,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,785,Hits
7175,2023-02-02 00:17:30,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1018,Penetrates
7177,2023-02-02 00:17:33,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,688,Glances Off
7179,2023-02-02 00:17:35,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,799,Hits
7180,2023-02-02 00:17:38,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1038,Penetrates
7182,2023-02-02 00:17:40,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,871,Hits
7183,2023-02-02 00:17:43,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1166,Penetrates
7184,2023-02-02 00:17:45,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,776,Hits
7186,2023-02-02 00:17:48,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1146,Penetrates
7187,2023-02-02 00:17:50,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,892,Hits
7188,2023-02-02 00:17:53,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1157,Penetrates
7190,2023-02-02 00:17:55,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1137,Penetrates
7191,2023-02-02 00:17:58,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1151,Penetrates
7192,2023-02-02 00:18:01,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1081,Penetrates
7194,2023-02-02 00:18:03,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,828,Hits
7195,2023-02-02 00:18:06,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,922,Hits
7196,2023-02-02 00:18:08,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1009,Penetrates
7198,2023-02-02 00:18:11,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,843,Hits
7199,2023-02-02 00:18:13,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,893,Hits
7203,2023-02-02 00:18:16,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,883,Hits
7205,2023-02-02 00:18:18,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1008,Penetrates
7206,2023-02-02 00:18:21,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1105,Penetrates
7207,2023-02-02 00:18:24,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1603,Smashes
7209,2023-02-02 00:18:26,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,3797,Smashes
7210,2023-02-02 00:18:29,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,2734,Hits
7214,2023-02-02 00:18:45,Dravynea Uta,mtu1,Mobile Tractor Unit,Imperial Navy Large EMP Smartbomb,375,Hits
7215,2023-02-02 00:18:45,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,100,Hits
7216,2023-02-02 00:18:45,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
7217,2023-02-02 00:18:45,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
7218,2023-02-02 00:18:45,Dravynea Uta,Emergent Warden,Emergent Warden,Imperial Navy Large EMP Smartbomb,7,Hits
7219,2023-02-02 00:18:45,Dravynea Uta,Emergent Warden,Emergent Warden,Imperial Navy Large EMP Smartbomb,338,Hits
7220,2023-02-02 00:18:45,Dravynea Uta,Emergent Warden,Emergent Warden,Imperial Navy Large EMP Smartbomb,7,Hits
7223,2023-02-02 00:19:00,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2396,Hits
7224,2023-02-02 00:19:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2607,Hits
7225,2023-02-02 00:19:05,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2717,Hits
7226,2023-02-02 00:19:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3322,Penetrates
