,timestamp,pilot,target,shiptype,module_or_ammo,dmg,hit_quality
7228,2023-02-02 00:19:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3411,Penetrates
7229,2023-02-02 00:19:12,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3442,Penetrates
7230,2023-02-02 00:19:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4421,Smashes
7231,2023-02-02 00:19:17,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3423,Penetrates
7232,2023-02-02 00:19:20,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2882,Hits
7233,2023-02-02 00:19:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2659,Hits
7234,2023-02-02 00:19:25,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3023,Penetrates
7235,2023-02-02 00:19:28,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3020,Penetrates
7237,2023-02-02 00:19:30,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3792,Smashes
7244,2023-02-02 00:19:33,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2766,Hits
7245,2023-02-02 00:19:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,28,Hits
7246,2023-02-02 00:19:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Smashes
7247,2023-02-02 00:19:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,43,Penetrates
7248,2023-02-02 00:19:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,19,Grazes
7249,2023-02-02 00:19:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Smashes
7250,2023-02-02 00:19:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2418,Hits
7251,2023-02-02 00:19:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2899,Hits
7252,2023-02-02 00:19:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,20,Grazes
7253,2023-02-02 00:19:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,40,Penetrates
7254,2023-02-02 00:19:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,52,Smashes
7255,2023-02-02 00:19:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Penetrates
7256,2023-02-02 00:19:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
7257,2023-02-02 00:19:40,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2893,Hits
7258,2023-02-02 00:19:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Penetrates
7259,2023-02-02 00:19:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,27,Hits
7261,2023-02-02 00:19:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
7262,2023-02-02 00:19:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Penetrates
7263,2023-02-02 00:19:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3257,Penetrates
7264,2023-02-02 00:19:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3150,Penetrates
7265,2023-02-02 00:19:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
7266,2023-02-02 00:19:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
7267,2023-02-02 00:19:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
7268,2023-02-02 00:19:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,42,Penetrates
7269,2023-02-02 00:19:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,30,Hits
7271,2023-02-02 00:19:48,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2161,Glances Off
7273,2023-02-02 00:19:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
7274,2023-02-02 00:19:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
7275,2023-02-02 00:19:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
7276,2023-02-02 00:19:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,28,Hits
7277,2023-02-02 00:19:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,19,Grazes
7278,2023-02-02 00:19:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3606,Penetrates
7279,2023-02-02 00:19:53,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2675,Hits
7280,2023-02-02 00:19:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,20,Grazes
7281,2023-02-02 00:19:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,30,Hits
7282,2023-02-02 00:19:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Penetrates
7283,2023-02-02 00:19:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Penetrates
7284,2023-02-02 00:19:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Penetrates
7285,2023-02-02 00:19:56,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3378,Penetrates
7286,2023-02-02 00:19:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3297,Penetrates
7287,2023-02-02 00:19:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
7288,2023-02-02 00:19:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
7289,2023-02-02 00:19:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Penetrates
7290,2023-02-02 00:19:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
7291,2023-02-02 00:19:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Hits
7292,2023-02-02 00:20:01,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2070,Glances Off
7294,2023-02-02 00:20:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Penetrates
7295,2023-02-02 00:20:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Penetrates
7296,2023-02-02 00:20:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,23,Glances Off
7297,2023-02-02 00:20:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,28,Hits
7298,2023-02-02 00:20:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,22,Glances Off
7299,2023-02-02 00:20:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2493,Hits
7300,2023-02-02 00:20:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,1777,Grazes
7301,2023-02-02 00:20:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
7302,2023-02-02 00:20:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,20,Grazes
7303,2023-02-02 00:20:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,104,Wrecks
7304,2023-02-02 00:20:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Hits
7305,2023-02-02 00:20:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Smashes
7306,2023-02-02 00:20:09,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3141,Penetrates
7307,2023-02-02 00:20:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,28,Hits
7308,2023-02-02 00:20:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
7309,2023-02-02 00:20:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,104,Wrecks
7310,2023-02-02 00:20:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,38,Penetrates
7311,2023-02-02 00:20:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,40,Penetrates
7312,2023-02-02 00:20:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3284,Penetrates
7313,2023-02-02 00:20:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3428,Penetrates
7314,2023-02-02 00:20:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Hits
7315,2023-02-02 00:20:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,30,Hits
7316,2023-02-02 00:20:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,30,Hits
7317,2023-02-02 00:20:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Penetrates
7318,2023-02-02 00:20:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
7319,2023-02-02 00:20:16,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2937,Penetrates
7320,2023-02-02 00:20:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
7321,2023-02-02 00:20:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,104,Wrecks
7322,2023-02-02 00:20:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
7323,2023-02-02 00:20:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,19,Grazes
7324,2023-02-02 00:20:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,33,Hits
7325,2023-02-02 00:20:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2517,Hits
7326,2023-02-02 00:20:21,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3085,Penetrates
7327,2023-02-02 00:20:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
7328,2023-02-02 00:20:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,19,Grazes
7329,2023-02-02 00:20:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,32,Hits
7330,2023-02-02 00:20:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,23,Glances Off
7331,2023-02-02 00:20:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Smashes
7332,2023-02-02 00:20:25,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2890,Hits
7333,2023-02-02 00:20:26,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2613,Hits
7334,2023-02-02 00:20:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
7335,2023-02-02 00:20:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,36,Penetrates
7336,2023-02-02 00:20:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,32,Hits
7337,2023-02-02 00:20:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Penetrates
7338,2023-02-02 00:20:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
7339,2023-02-02 00:20:29,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2873,Hits
7340,2023-02-02 00:20:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Hits
7341,2023-02-02 00:20:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
7342,2023-02-02 00:20:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
7343,2023-02-02 00:20:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,27,Hits
7344,2023-02-02 00:20:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,36,Penetrates
7345,2023-02-02 00:20:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3721,Smashes
7346,2023-02-02 00:20:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3014,Penetrates
7347,2023-02-02 00:20:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,29,Hits
7348,2023-02-02 00:20:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,27,Hits
7349,2023-02-02 00:20:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,33,Hits
7350,2023-02-02 00:20:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
7351,2023-02-02 00:20:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,43,Smashes
7352,2023-02-02 00:20:37,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3027,Penetrates
7353,2023-02-02 00:20:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
7354,2023-02-02 00:20:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,32,Hits
7355,2023-02-02 00:20:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,22,Glances Off
7356,2023-02-02 00:20:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Smashes
7357,2023-02-02 00:20:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Penetrates
7358,2023-02-02 00:20:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2900,Hits
7359,2023-02-02 00:20:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2663,Hits
7360,2023-02-02 00:20:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
7361,2023-02-02 00:20:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
7362,2023-02-02 00:20:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,24,Glances Off
7363,2023-02-02 00:20:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,43,Penetrates
7364,2023-02-02 00:20:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Penetrates
7365,2023-02-02 00:20:44,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3084,Penetrates
7366,2023-02-02 00:20:48,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,32,Hits
7367,2023-02-02 00:20:48,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Smashes
7368,2023-02-02 00:20:48,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
7369,2023-02-02 00:20:48,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Smashes
7370,2023-02-02 00:20:48,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Hits
7371,2023-02-02 00:20:48,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4026,Smashes
7372,2023-02-02 00:20:49,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2746,Hits
7373,2023-02-02 00:20:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Smashes
7374,2023-02-02 00:20:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Penetrates
7375,2023-02-02 00:20:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,33,Hits
7376,2023-02-02 00:20:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,30,Hits
7377,2023-02-02 00:20:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
7378,2023-02-02 00:20:52,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3051,Penetrates
7379,2023-02-02 00:20:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2627,Hits
7380,2023-02-02 00:20:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,26,Glances Off
7381,2023-02-02 00:20:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,20,Grazes
7382,2023-02-02 00:20:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,28,Hits
7383,2023-02-02 00:20:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,40,Penetrates
7384,2023-02-02 00:20:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,42,Penetrates
7385,2023-02-02 00:20:57,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3305,Penetrates
7386,2023-02-02 00:20:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
7387,2023-02-02 00:20:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,29,Hits
7388,2023-02-02 00:20:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Penetrates
7389,2023-02-02 00:20:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,28,Hits
7390,2023-02-02 00:20:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Smashes
7391,2023-02-02 00:21:00,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3394,Penetrates
7392,2023-02-02 00:21:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2383,Hits
7393,2023-02-02 00:21:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
7394,2023-02-02 00:21:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
7395,2023-02-02 00:21:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,26,Glances Off
7396,2023-02-02 00:21:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,27,Hits
7397,2023-02-02 00:21:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Penetrates
7398,2023-02-02 00:21:05,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2854,Hits
7399,2023-02-02 00:21:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,36,Penetrates
7400,2023-02-02 00:21:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
7401,2023-02-02 00:21:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Penetrates
7402,2023-02-02 00:21:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Hits
7403,2023-02-02 00:21:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,23,Glances Off
7404,2023-02-02 00:21:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2962,Penetrates
7405,2023-02-02 00:21:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2813,Hits
7406,2023-02-02 00:21:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Smashes
7407,2023-02-02 00:21:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,19,Grazes
7408,2023-02-02 00:21:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,32,Hits
7409,2023-02-02 00:21:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Smashes
7410,2023-02-02 00:21:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,20,Grazes
7411,2023-02-02 00:21:12,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2759,Hits
7412,2023-02-02 00:21:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Smashes
7413,2023-02-02 00:21:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
7414,2023-02-02 00:21:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,43,Penetrates
7415,2023-02-02 00:21:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,36,Penetrates
7416,2023-02-02 00:21:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
7417,2023-02-02 00:21:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2776,Hits
7418,2023-02-02 00:21:17,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3132,Penetrates
7419,2023-02-02 00:21:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,38,Penetrates
7420,2023-02-02 00:21:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,22,Glances Off
7421,2023-02-02 00:21:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,19,Grazes
7422,2023-02-02 00:21:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Smashes
7423,2023-02-02 00:21:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Penetrates
7424,2023-02-02 00:21:20,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2975,Penetrates
7425,2023-02-02 00:21:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3422,Penetrates
7426,2023-02-02 00:21:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,23,Glances Off
7427,2023-02-02 00:21:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Penetrates
7428,2023-02-02 00:21:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Smashes
7429,2023-02-02 00:21:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,24,Glances Off
7430,2023-02-02 00:21:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Smashes
7431,2023-02-02 00:21:25,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2796,Hits
7432,2023-02-02 00:21:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Grazes
7433,2023-02-02 00:21:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Glances Off
7434,2023-02-02 00:21:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,60,Hits
7435,2023-02-02 00:21:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,85,Smashes
7436,2023-02-02 00:21:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,67,Hits
7437,2023-02-02 00:21:28,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3648,Penetrates
7438,2023-02-02 00:21:30,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3362,Penetrates
7439,2023-02-02 00:21:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,75,Penetrates
7440,2023-02-02 00:21:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,85,Smashes
7441,2023-02-02 00:21:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Grazes
7442,2023-02-02 00:21:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,63,Hits
7443,2023-02-02 00:21:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,100,Smashes
7444,2023-02-02 00:21:33,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3230,Hits
7445,2023-02-02 00:21:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,84,Smashes
7446,2023-02-02 00:21:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Grazes
7447,2023-02-02 00:21:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,42,Glances Off
7448,2023-02-02 00:21:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,94,Smashes
7449,2023-02-02 00:21:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,43,Glances Off
7450,2023-02-02 00:21:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3268,Hits
7451,2023-02-02 00:21:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2995,Hits
7452,2023-02-02 00:21:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,62,Hits
7453,2023-02-02 00:21:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,43,Glances Off
